11,5847061896,33673348@N02,41bb853ac3,5222,6,10,0,0,inqro
11,5971933255,30709700@N08,edcd66f1d4,6144,7,5,1,0,-carlo-
11,5972493380,30709700@N08,87c4cb0bd6,6028,7,10,1,0,-carlo-
11,5978789489,55197222@N03,6bfca6f587,6125,7,10,1,0,jasoncovas
11,6131087614,75983482@N00,b9645f9af7,6069,7,10,1,3,winiberto
11,6257540413,33673348@N02,660b934968,6152,7,10,0,0,inqro
11,6260057876,33673348@N02,77264a87ae,6099,7,10,0,0,inqro
11,6583814875,33673348@N02,60f6476334,7171,8,10,0,0,inqro
11,6595267191,33673348@N02,16f35c2a6c,7154,8,10,0,0,inqro
11,6673687623,33673348@N02,9ab1695c23,7026,8,10,0,0,inqro
64,5896504104,58164141@N04,261d527263,5064,6,10,1,0,mxnuelsg
11,4880713917,33673348@N02,faaaece638,4137,5,10,0,0,inqro
11,4980441329,33673348@N02,d16c2d265a,4154,5,10,0,0,inqro
11,4980764508,15926440@N03,afcb558deb,4085,5,10,1,1,dianitam
11,5457395065,33919917@N02,40f86d0b21,5015,6,10,1,0,komalantz
11,5458005648,33919917@N02,27a781cf2a,5300,6,10,1,0,komalantz
11,5504428075,47793431@N02,04ab28f0ec,5139,6,10,1,0,jriverals
11,5548495732,35688656@N00,65897d35b6,5257,6,10,1,0,cibergaita
11,5553234527,35688656@N00,95fc67b849,5135,6,10,1,0,cibergaita
11,5572977429,46360010@N06,378f046ffa,5293,6,10,1,0,felipaopsp91
11,5583478567,33673348@N02,2db637ac9a,5267,6,10,0,0,inqro
11,5583480089,33673348@N02,873503e8cd,5102,6,10,0,0,inqro
20,6033827439,52277770@N00,b2c3a7d686,6187,7,10,1,0,gloriazelaya
11,6198263285,33673348@N02,f728159dcf,6169,7,10,0,0,inqro
11,6917034468,49850957@N04,f3991b3c58,5151,6,10,1,0,thebasstardson
11,4238790359,25761464@N07,d793c35cc7,4065,5,10,0,0,mr_hotasice
20,6160974875,13319796@N08,7c36d0c90d,6062,7,10,1,0,haiza
11,5014325407,82903100@N00,01cf810754,4085,5,10,1,0,dieqro
11,5402831548,50755111@N05,bff0da4d14,5015,6,10,1,0,arcesyrup
11,5403246639,49503196733@N01,b1417b36a5,5259,6,10,0,0,jaco
11,5440131738,25184435@N00,c647e20222,5012,6,5,1,0,argote
11,5665290191,98251508@N00,1fe36b959f,5030,6,10,0,0,netwalker100
11,5665291445,98251508@N00,e0c1603e33,5070,6,10,0,0,netwalker100
11,5806796103,55390303@N07,69ab8eec73,5116,6,10,1,0,
20,6083514641,22512795@N04,fa7750b288,6079,7,10,1,0,jesusito2008
11,5976299278,30709700@N08,930d51d2ef,6121,7,5,1,0,-carlo-
11,6066731270,56643705@N04,606787f031,6200,7,10,1,0,armandolj
11,6335522201,61239510@N00,75207379b9,6217,7,10,1,2,rb3m
11,5397410472,57799637@N03,211b1ca136,5253,6,10,1,0,valloid
11,5458012936,33919917@N02,c74b25a80b,5258,6,10,1,0,komalantz
11,5458061686,33919917@N02,e79ecee3f7,5179,6,10,1,0,komalantz
11,5854813307,33673348@N02,1391274c26,2476,3,10,0,0,inqro
11,5855356966,33673348@N02,7a1ed96311,2632,3,10,0,0,inqro
11,5855364242,33673348@N02,0b57c0e7b8,5039,6,10,0,0,inqro
11,6736671599,33673348@N02,1cf469a432,7012,8,10,0,0,inqro
20,4590345261,49963757@N06,0dfa68c5b9,4004,5,10,1,0,sandiapm
11,6736678013,33673348@N02,5317105119,7143,8,10,0,0,inqro
11,6736681097,33673348@N02,1fdda87330,7147,8,10,0,0,inqro
11,6736821039,33673348@N02,407c2961b6,7158,8,10,0,0,inqro
11,6958431393,65490390@N08,0090e58a96,7199,8,10,1,0,expedicaoinfinitahighway
11,4334455559,49503196733@N01,771fdb1d3c,4027,5,10,0,0,jaco
20,5586863791,21101795@N02,885fd5b965,5056,6,10,1,0,lizzieninjagirl
11,4516426773,13461330@N00,b8eacebbb4,4044,5,5,1,3,paco_tj
11,4516427595,13461330@N00,376278513e,4015,5,10,1,3,paco_tj
11,4516427857,13461330@N00,fac1751e35,2742,3,5,1,3,paco_tj
11,4783964015,49503196733@N01,b11946b390,4122,5,10,1,0,jaco
11,5007346842,41276033@N08,80d0e0907d,4105,5,10,0,0,dxrazor
11,5073401977,20906419@N05,1a43eaba6c,4113,5,10,0,0,bulos
11,5074107500,20906419@N05,0a683569b0,4132,5,10,0,0,bulos
11,5387272487,33673348@N02,0ffd674eb7,5211,6,10,0,0,inqro
11,5399616295,57799637@N03,a4fa8fd36c,5051,6,10,1,0,valloid
11,5458015898,33919917@N02,6850a9714d,5134,6,10,1,0,komalantz
11,5869842783,47793431@N02,dc60c3ec3d,6032,7,10,0,0,jriverals
11,4367965451,22404110@N04,7646f52c8a,2757,3,10,1,3,trako
11,5256852982,47793431@N02,c966951f13,5042,6,10,0,0,jriverals
20,6089934640,22512795@N04,1f9a80bc45,6063,7,10,1,0,jesusito2008
11,5419584241,34019234@N08,49f0f88dcf,5256,6,10,1,0,cristianmarin
11,5573564128,46360010@N06,79083d6160,5270,6,10,1,0,felipaopsp91
11,6736807129,33673348@N02,77d0234cd6,7014,8,10,0,0,inqro
11,6736816493,33673348@N02,cbd9af2334,7033,8,10,0,0,inqro
11,6736816907,33673348@N02,85af5d3ff0,7161,8,10,0,0,inqro
11,7046529751,49850957@N04,d0c49b8501,7234,8,10,1,0,thebasstardson
11,4427233059,40799292@N03,e6e268a91f,4048,5,10,1,0,inmylifexlorraine
11,4614730826,25382999@N08,b83753b224,3551,4,10,1,0,obejasvag
11,4783967781,49503196733@N01,625d505ca9,4116,5,10,1,0,jaco
11,5046130238,33673348@N02,861f336cfd,4104,5,10,0,0,inqro
11,5103908464,47793431@N02,2fa0f6693f,1350,2,10,0,0,jriverals
11,5511138656,33919917@N02,37a34cb8c3,5099,6,10,1,0,komalantz
11,5619485448,77494109@N00,ac0f9ec631,5266,6,10,0,0,eberth
11,5622286678,16924919@N04,f6f13d2aa9,5067,6,10,1,0,beriapaolo
11,5792616200,49503196733@N01,6a369cdaf2,2092,3,10,0,0,jaco
11,6465608211,51326562@N05,1c667b0b0e,7023,8,5,1,0,peniqueproductions
20,5443816207,8477852@N07,197a9e90c2,4073,5,10,1,0,
11,6900093511,33673348@N02,84e2d59efb,7049,8,10,0,0,inqro
11,6995539467,8063328@N06,fd3611a5aa,6091,7,10,1,1,gtps
11,4441103933,41276033@N08,8a8b97c370,2715,3,10,0,0,dxrazor
11,5194207226,14143029@N04,7e6a1343da,4144,5,10,1,0,pacopenha
11,5314465256,14143029@N04,24669f9fca,5086,6,10,1,0,pacopenha
11,6465608767,51326562@N05,603d48d6d0,7007,8,10,1,0,peniqueproductions
11,4980766544,15926440@N03,b71da41bab,4087,5,5,1,1,dianitam
20,5436818933,8477852@N07,c6caf83ffc,5254,6,10,1,0,
11,6551467589,54477506@N08,ee36036bee,7012,8,10,1,0,zarawitta
11,6736822883,33673348@N02,4a07fa7b88,7175,8,10,0,0,inqro
72,431870569,47873350@N00,fef78344f7,146,1,10,1,0,buddhafish
11,4335199471,49503196733@N01,059fcc2004,4034,5,10,0,0,jaco
11,5267454289,47793431@N02,3543527e45,5166,6,10,0,0,jriverals
11,5685785695,48663733@N05,db82315751,5070,6,10,1,0,randomaron
11,6933350107,33673348@N02,b0dd724cce,7198,8,10,0,0,inqro
11,6995541817,8063328@N06,45c285ba78,6212,7,10,1,1,gtps
11,4528608614,49503196733@N01,9a6baed7ec,4055,5,10,0,0,jaco
11,5014324839,82903100@N00,0d605605d9,4106,5,10,1,0,dieqro
11,5103909622,47793431@N02,ffcf5a21ae,1309,2,10,0,0,jriverals
11,6226520799,25761464@N07,bcc733c7fc,6098,7,10,0,0,mr_hotasice
20,5434832146,8477852@N07,d962d5dbae,5251,6,10,1,0,
11,5166660892,23174873@N00,cc18fcc1dc,4021,5,10,1,0,arekuzu
11,5462286262,10386678@N02,2a84efa37c,5014,6,10,1,0,nick_fisher
11,5108853705,14143029@N04,e1cdd9aa80,1333,2,10,1,0,pacopenha
11,5108854033,14143029@N04,c55056aacd,1163,2,5,1,0,pacopenha
11,5166024957,23174873@N00,5253afc53c,4006,5,5,1,0,arekuzu
20,6083513097,22512795@N04,0ac314093c,6204,7,10,1,0,jesusito2008
11,5619996214,47793431@N02,df8b299bc4,5306,6,10,0,0,jriverals
11,5827656710,23276049@N00,8a8411473c,2340,3,4,1,3,jubilo
11,6871572623,55708456@N03,edd64a3ce2,7056,8,10,1,2,abel_mm
11,6958425317,65490390@N08,61592ec12c,7067,8,5,1,0,expedicaoinfinitahighway
11,4744464528,22311032@N00,10bd1182b2,4119,5,10,1,0,lonerock
11,5166692594,23174873@N00,1c5831e6e3,1338,2,5,1,0,arekuzu
11,5260947144,40055709@N08,63cc6173ba,5207,6,10,1,0,alivianate
20,6947624035,62162187@N00,88f2006d0a,7067,8,10,1,3,elpichas
11,5266402428,40055709@N08,09b908e5b9,5207,6,10,1,0,alivianate
11,5853672791,47793431@N02,cc62f1dcd9,5153,6,10,1,0,jriverals
11,6330322753,25761464@N07,8bd07767ba,6119,7,10,0,0,mr_hotasice
20,5583876453,21101795@N02,477770f4e1,5060,6,10,1,0,lizzieninjagirl
11,4453314016,14143029@N04,9c20c98a4b,2768,3,10,1,0,pacopenha
11,6908022570,49850957@N04,05d923c7d6,7241,8,10,1,0,thebasstardson
20,5424371066,8477852@N07,a1c8b71962,5098,6,10,1,0,
11,4759653292,22311032@N00,93d6dc4e04,4142,5,10,1,0,lonerock
11,5166046841,23174873@N00,01c84d43bc,4149,5,5,1,0,arekuzu
11,5536248299,58300092@N05,065384d2eb,5017,6,10,1,0,lsantor80
20,4590964608,49963757@N06,15d05e4a3a,3307,4,10,1,0,sandiapm
11,4934180209,26176472@N07,f12632723f,4097,5,10,1,0,
11,5134475826,47793431@N02,262a7878c5,4028,5,10,0,0,jriverals
11,5241627692,40055709@N08,c2e6cca8ed,5161,6,5,1,0,alivianate
11,5313868845,14143029@N04,b17f7ff477,5129,6,10,1,0,pacopenha
11,5356470408,38998402@N04,ca45ec98b2,5042,6,10,1,0,m-a-u_p-h-o-t-o
11,5457402525,33919917@N02,d4a8227648,5216,6,10,1,0,komalantz
11,5079600006,55049384@N00,9bd0f27ff0,4062,5,10,1,0,pascalin
11,6812319636,65490390@N08,75d181861d,7181,8,10,1,0,expedicaoinfinitahighway
